CODE;NAME;CODECITY;LONGITUDE;LATITTUDE;CATEGORY
LBS;LABASA;;-16.466667;179.33333;AIRPORT
LKB;LAKEBA;;-18.2;178.83333;AIRPORT
MNF;MANA ISLAND AIRSTRIP;;-17.661112;177.11945;AIRPORT
MFJ;MOALA;;-18.6;179.88333;AIRPORT
NAN;NADI INTERNATIONAL;;-17.75;177.45;AIRPORT
PHR;PACIFIC HARBOR;;-18.183332;178.23334;AIRPORT
RBI;RABI;;-17.033333;178.91667;AIRPORT
SVU;SAVUSAVU;;-16.766666;179.38333;AIRPORT
TTL;TURTLE ISLAND;;-17.8;177.31667;AIRPORT
VTF;VATULELE;;-18.55;177.61667;AIRPORT
KAY;WAKAYA ISLAND;;-17.616667;179.0;AIRPORT
YAS;YASAWA ISLAND;;-16.783333;177.51666;AIRPORT
KEV;HALLI;;61.86667;24.8;AIRPORT
JOE;JOENSUU;;62.666668;29.633333;AIRPORT
JYV;JYVASKYLA;;62.233334;25.733334;AIRPORT
KAU;KAUHAVA;;63.1;23.083332;AIRPORT
KUO;KUOPIO;;63.016666;27.8;AIRPORT
KAO;KUUSAMO;;65.9875;29.239445;AIRPORT
LPP;LAPPEENRANTA;;61.044445;28.144444;AIRPORT
MIK;MIKKELI;;61.7;27.216667;AIRPORT
RVN;ROVANIEMI;;66.56167;25.830833;AIRPORT
UTI;UTTI;;60.9;26.933332;AIRPORT
VAA;VAASA;;63.05;21.766666;AIRPORT
AHZ;ALPE D HUEZ;;45.083332;6.083333;AIRPORT
NCY;ANNECY-MEYTHE;;45.925;6.091667;AIRPORT
AVN;AVIGNON-CAUMONT;;43.906666;4.901944;AIRPORT
BAE;BARCELONNETTE;;44.388332;6.610278;AIRPORT
PGX;BASSILLAC;;45.1975;0.815278;AIRPORT
BZR;BEZIERS VIAS;;43.323334;3.353333;AIRPORT
BIQ;BIARRITZ PARME;;43.466667;-1.533333;AIRPORT
MEN;BRENOUX;;44.5;3.533333;AIRPORT
AJA;CAMPO DELL ORO;;41.916668;8.8;AIRPORT
VAF;CHABEUIL;;44.916668;4.966667;AIRPORT
SYT;CHAROLAIS BOURGOGNE S.;;46.4;4.033333;AIRPORT
CHR;CHATEAUROUX;;46.816666;1.7;AIRPORT
CSF;CREIL;;49.266666;2.483333;AIRPORT
ZBD;JIANG MEN FERRY;;28.739166;118.62278;AIRPORT
JGN;JIAYUGUAN;;39.75;98.25;AIRPORT
JJN;JINJIANG;;24.9;118.583336;AIRPORT
CHW;JIUHUANG;;39.766666;98.48333;AIRPORT
KRY;KARAMAY;;45.61667;84.88333;AIRPORT
KCA;KUQA;;41.566666;82.73333;AIRPORT
LIA;LIANGPING;;30.816668;107.7;AIRPORT
ZIY;LIANHUASHAN PORT;;23.216667;113.433334;AIRPORT
LNJ;LINCANG;;23.9;100.03333;AIRPORT
LLF;LINGLING;;26.233334;111.61667;AIRPORT
HZH;LIPING;;32.783333;106.666664;AIRPORT
LUZ;LUSHAN;;29.633333;115.95;AIRPORT
LUM;MANGSHI;;24.483334;98.51667;AIRPORT
ZEF;NANHAI FERRY;;39.966667;119.78333;AIRPORT
CAN;NEW BAIYUN;;23.3925;113.29889;AIRPORT
PNJ;PENG LAI/SHA HE KOU;;42.44639;119.57361;AIRPORT
IQM;QIEMO;;38.13333;85.53333;AIRPORT
IQN;QINGYANG;;36.1;107.78333;AIRPORT
RUG;RUGAO;;32.388332;120.555275;AIRPORT
SXJ;SHANSHAN;;42.816666;90.23333;AIRPORT
ZCU;SHE KOU FERRY;;22.466667;114.433334;AIRPORT
ZYK;SHEKOU PORT;;30.7;114.35;AIRPORT
ZAS;SHUNDE FERRY;;22.840834;113.24528;AIRPORT
SYM;SIMAO;;22.833332;101.0;AIRPORT
TXN;TUNXI;;29.71139;118.3125;AIRPORT
URC;URUMQI;;43.933334;87.73333;AIRPORT
XIY;XIANYANG;;34.447224;108.75166;AIRPORT
SIA;XIGUAN;;34.36667;108.7;AIRPORT
XIL;XILINHOT;;43.966667;116.066666;AIRPORT
XIN;XINGNING;;24.15;115.75;AIRPORT
YLN;YILAN;;46.316666;129.56667;AIRPORT
YIN;YINING;;43.916668;81.23333;AIRPORT
YIW;YIWU;;29.266666;120.05;AIRPORT
YUA;YUANMOU;;25.65;101.916664;AIRPORT
CCK;COCOS ISLANDS;;-12.183333;96.833336;AIRPORT
ACD;ACANDI;;8.5;-73.63333;AIRPORT
ARF;ACARICUARA;;0.533333;-70.13333;AIRPORT
OCV;AGUASCLARAS;;8.25;-73.78333;AIRPORT
ADN;ANDES;;5.666667;-75.88333;AIRPORT
APO;APARTADO;;7.033333;-77.2;AIRPORT
ACR;ARARACUARA;;-0.383333;-72.3;AIRPORT
AUC;ARAUCA;;7.066667;-70.73333;AIRPORT
ARQ;ARAUQUITA;;7.036111;-71.44028;AIRPORT
BSC;BAHIA SOLANO;;6.183333;-77.4;AIRPORT
BAC;BARRANCA DE UPIA;;4.583333;-72.96667;AIRPORT
CJD;CANDILEJAS;;2.066667;-74.583336;AIRPORT
CPB;CAPURGANA;;8.633333;-77.333336;AIRPORT
CUO;CARURU;;1.033333;-71.23333;AIRPORT
PZA;CASANARE;;5.783333;-71.816666;AIRPORT
CSR;CASUARITO;;5.833333;-68.13333;AIRPORT
IGO;CHIGORODO;;7.685;-76.694725;AIRPORT
IVO;CHIVOLO;;10.016667;-74.683334;AIRPORT
CZU;COROZAL;;9.333333;-75.28333;AIRPORT
CVE;COVENAS;;9.4;-75.73333;AIRPORT
EBG;EL BAGRE;;7.616667;-74.816666;AIRPORT
ECO;EL ENCANTO;;-1.616667;-73.23333;AIRPORT
EOH;ENRIQUE OLAYA HERRERA INTERNATIONAL AIRPORT;;6.216667;-75.583336;AIRPORT
GRA;GAMARRA;;8.2;-73.78333;AIRPORT
LET;GEN. A.V. COBO;;-4.2;-69.933334;AIRPORT
GGL;GILGAL;;8.333333;-77.083336;AIRPORT
TRB;GONZALO;;8.0;-76.583336;AIRPORT
GMC;GUERIMA;;3.633333;-71.166664;AIRPORT
HRR;HERRERA;;3.216667;-75.85;AIRPORT
ISD;ISCUANDE;;2.441667;-77.96667;AIRPORT
TCO;LA FLORIDA;;1.833333;-78.5;AIRPORT
LAT;LA URIBE;;4.75;-74.05;AIRPORT
LGZ;LEGUIZAMO;;-0.183333;-74.75;AIRPORT
LMX;LOPEZ DE MICAY;;3.05;-77.55;AIRPORT
RVE;LOS COLONIZADORES;;6.951944;-71.85722;AIRPORT
NAD;MACANAL;;2.566667;-67.583336;AIRPORT
MIX;MIRITI;;-1.133333;-70.25;AIRPORT
MVP;MITU;;1.133333;-70.05;AIRPORT
MFB;MONFORT;;0.633333;-69.75;AIRPORT
MTB;MONTE LIBANO;;8.083333;-75.34167;AIRPORT
MHF;MORICHAL;;1.75;-69.916664;AIRPORT
NCI;NECOCLI;;8.45;-76.78333;AIRPORT
ORC;OROCUE;;4.792222;-71.35639;AIRPORT
EUO;PARATEBUENO;;4.383333;-73.2;AIRPORT
PYN;PAYAN;;1.8;-78.166664;AIRPORT
PLA;PLANADAS;;3.3;-75.7;AIRPORT
PLT;PLATO;;9.8;-74.78333;AIRPORT
PRE;PORE;;5.733333;-71.98333;AIRPORT
PVA;PROVIDENCIA;;13.35;-81.35;AIRPORT
PUU;PUERTO ASIS;;0.5;-76.416664;AIRPORT
PCR;PUERTO CARRENO;;6.183333;-67.63333;AIRPORT
LQM;PUERTO LEGUIZAMO;;-0.3;-74.583336;AIRPORT
PCC;PUERTO RICO;;1.916667;-75.166664;AIRPORT
CTG;RAFAEL NUNEZ;;10.45;-75.51667;AIRPORT
RCH;RIOHACHA;;11.533333;-72.933334;AIRPORT
SNT;SABANA DE TORRES;;7.666667;-73.00833;AIRPORT
ADZ;SAN ANDRES ISLAND;;12.583333;-81.7;AIRPORT
SJE;SAN JOSE DEL GUA;;2.583333;-72.666664;AIRPORT
SJR;SAN JUAN D UR;;8.766667;-76.53333;AIRPORT
SJH;SAN JUAN DEL CESAR;;10.766667;-73.01667;AIRPORT
SJG;SAN PEDRO JAGUA;;4.65;-73.333336;AIRPORT
NPU;SAN PEDRO URABA;;4.672222;-76.7275;AIRPORT
SCA;SANTA CATALINA;;8.5;-76.175;AIRPORT
SSL;SANTA ROSALIA;;1.466667;-72.23333;AIRPORT
SOH;SOLITA;;34.233334;-71.75;AIRPORT
TTM;TABLON DE TAMARA;;4.366667;-74.183334;AIRPORT
TME;TAME;;6.052222;-73.33361;AIRPORT
TCD;TARAPACA;;4.933333;-72.2;AIRPORT
TBD;TIMBIQUI;;2.75;-77.583336;AIRPORT
TLU;TOLU;;9.5;-75.53333;AIRPORT
TDA;TRINIDAD;;5.416667;-71.666664;AIRPORT
UNC;UNGUIA;;8.033333;-77.083336;AIRPORT
URR;URRAO;;6.333333;-76.183334;AIRPORT
AYI;YARI;;-0.383333;-72.26667;AIRPORT
AZT;ZAPATOCA;;6.816667;-73.28333;AIRPORT
SFR;SAN FERNANDO;;9.083333;-74.333336;AIRPORT
DZA;DZAOUDZI;;-12.8;45.283333;AIRPORT
AJN;OUANI;;-12.133333;44.433334;AIRPORT
BOE;BOUNDJI;;-1.033333;15.383333;AIRPORT
DJM;DJAMBALA;;-2.533333;14.75;AIRPORT
EPN;EPENA;;1.366667;17.483334;AIRPORT
EWO;EWO;;-0.883333;14.8;AIRPORT
KEE;KELLE;;-0.1;14.55;AIRPORT
LCO;LAGUE;;-1.8;14.866667;AIRPORT
DIS;LOUBOMO;;-4.216667;12.5;AIRPORT
KMK;MAKABANA;;-3.483333;12.616667;AIRPORT
MSX;MOSSENDJO;;-2.95;12.733333;AIRPORT
NKY;NKAYI;;-2.933333;14.266667;AIRPORT
OKG;OKOYO;;-1.466667;15.066667;AIRPORT
FTX;OWANDO;;-0.983333;16.008333;AIRPORT
SIB;SIBITI;;-3.733333;13.4;AIRPORT
AIT;AITUTAKI;;-18.85;-159.75;AIRPORT
MGS;MANGAIA ISLAND;;-21.916668;-157.91667;AIRPORT
MHX;MANIHIKI ISLAND;;-10.366667;-161.0;AIRPORT
PZK;PUKA PUKA IS/ATTOL;;58.053055;26.237778;AIRPORT
BCL;BARRA COLORADO;;10.783333;-83.583336;AIRPORT
CSC;CANAS;;10.416667;-85.11667;AIRPORT
LIR;DANIEL ODUBER INTERNATIONAL;;10.593333;-85.54444;AIRPORT
FON;FORTUNA;;18.8;-72.9;AIRPORT
NCT;GUANACASTE;;10.2;-85.46667;AIRPORT
SJO;JUAN SANTAMAR?A INTERNATIONAL;;9.993889;-84.208885;AIRPORT
LIO;LIMON;;10.083333;-82.96667;AIRPORT
NOB;NOSARA BEACH;;9.8;-85.53333;AIRPORT
PLD;PLAYA SAMARA;;10.25;-85.416664;AIRPORT
PJM;PUERTO JIMENEZ;;8.55;-83.316666;AIRPORT
TOO;SAN VITO;;42.283333;13.283333;AIRPORT
TNO;TAMARINDO;;10.355833;-85.85028;AIRPORT
SYQ;TOBIAS BOLA?OS INTERNATIONAL;;9.956944;-84.139725;AIRPORT
TTQ;TORTUQUERO;;9.1;-83.65;AIRPORT
ABO;ABOISSO;;5.466667;-3.2;AIRPORT
BRZ;BOROTOU;;8.733333;-7.5;AIRPORT
BQO;BOUNA;;9.254444;-3.031667;AIRPORT
BXI;BOUNDIALI;;9.516667;-6.483333;AIRPORT
DIM;DIMBOKRO;;6.65;-4.7;AIRPORT
DIV;DIVO;;5.833333;-5.366667;AIRPORT
KTC;KATIOLA;;8.133333;-5.1;AIRPORT
MJC;MAN;;7.383333;-7.533333;AIRPORT
MOK;MANKONO;;8.45;-6.866667;AIRPORT
SEO;SEGUELA;;7.966667;-6.666667;AIRPORT
TBX;TAABO;;6.233333;-5.133333;AIRPORT
TGX;TINGRELA;;10.486944;-6.409722;AIRPORT
TOZ;TOUBA;;9.3;-6.916667;AIRPORT
DBV;DUBROVNIK;;42.56139;18.268333;AIRPORT
PUY;PULA;;44.88333;13.916667;AIRPORT
ZAD;ZADAR;;44.09778;15.356667;AIRPORT
BCA;BARACOA;;20.25;-74.35;AIRPORT
CCC;CAYO COCO;;22.513332;-78.51083;AIRPORT
VRA;JUAN GUALBERTO GOMEZ;;23.133333;-81.3;AIRPORT
VTU;LAS TUNAS;;20.983334;-76.933334;AIRPORT
AVI;MAXIMO GOMEZ;;22.025;-78.79139;AIRPORT
MJG;MAYAJIGUA;;22.216667;-79.05;AIRPORT
ICR;NICARO;;20.983334;-75.975;AIRPORT
UPA;PUNTA ALEGRE;;22.383333;-78.816666;AIRPORT
UMA;PUNTA DE MAISI;;20.25;-74.15;AIRPORT
GER;RAFAEL CABRERA;;21.916668;-82.75;AIRPORT
SNJ;SAN JULIAN;;22.085278;-84.150276;AIRPORT
TND;TRINIDAD;;20.7;-76.51667;AIRPORT
AKT;AKROTIRI RAF;;34.604168;32.958332;AIRPORT
ECN;ERCAN;;35.15;33.5;AIRPORT
LCA;LARNACA;;34.875;33.62472;AIRPORT
NIC;NICOSIA INTERNATIONAL;;35.15;33.266666;AIRPORT
ZBE;DOLNI BENESOV;;49.928333;18.071112;AIRPORT
UHE;KUNOVICE;;49.041668;17.45;AIRPORT
MKA;MARIANSKE LAZNE;;49.983334;12.716667;AIRPORT
PRG;PRAGUE - RUZYNE INTERNATIONAL;;50.066666;14.433333;AIRPORT
PRV;PREROV;;49.425835;17.404722;AIRPORT
GOM;GOMA;;-1.670833;29.238333;AIRPORT
IKL;IKELA;;-1.2;23.283333;AIRPORT
INO;INONGO;;-1.966667;18.266666;AIRPORT
FKI;KISANGANI;;0.481667;25.338057;AIRPORT
FIH;N?DJILI INTERNATIONAL;;-4.385833;15.444444;AIRPORT
TSH;TSHIKAPA;;-6.438333;20.794722;AIRPORT
BLL;BILLUND;;55.733334;9.15;AIRPORT
RNN;BORNHOLM;;55.066666;14.75;AIRPORT
EBJ;ESBJERG;;55.5;8.483333;AIRPORT
KRP;KARUP;;56.3;9.116667;AIRPORT
QJV;LIMOUSINE SERVICE;;57.716667;10.533333;AIRPORT
MRW;MARIBO;;54.685833;11.435;AIRPORT
XJE;RIALWAY SERVICE;;55.283333;9.3;AIRPORT
RKE;ROSKILDE AIRPORT;;55.583332;12.133333;AIRPORT
QSG;SONDERBORG;;54.966667;9.783333;AIRPORT
STA;STAUNING VESTJYLLANDS AIRPORT;;55.983334;8.35;AIRPORT
VEJ;VEJLE;;55.7;9.533333;AIRPORT
SKS;VOJENS;;55.233334;9.266667;AIRPORT
OBC;OBOCK;;11.916667;43.25;AIRPORT
TDJ;TADJOURA;;11.785278;42.884445;AIRPORT
DOM;MELVILLE HALL;;15.533333;-61.3;AIRPORT
BRX;BARAHONA;;18.216667;-71.11667;AIRPORT
CBJ;CABO ROJO;;17.933332;-71.65;AIRPORT
SDQ;LAS AMERICAS;;18.429722;-69.66889;AIRPORT
SNX;SABANA DE MAR;;19.066668;-69.38333;AIRPORT
BCH;CAKUNG INTERNATIONAL;;-8.485556;126.399445;AIRPORT
DIC;DILI CITY HELIPORT;;-8.566667;125.53333;AIRPORT
BHA;BAHIA DE CARAQUEZ;;-0.583333;-80.4;AIRPORT
LOH;CAMILO PONCE ENR?QUEZ AIRPORT;;3.883333;-79.23333;AIRPORT
OCC;COCA;;-0.483333;-76.96667;AIRPORT
PCH;PALACIOS;;15.0;-89.0;AIRPORT
PEU;PUERTO LEMPIRA;;15.273056;-83.78083;AIRPORT
RTB;ROATAN;;16.316944;-86.523056;AIRPORT
SET;SAN ESTEBAN;;15.166667;-85.8;AIRPORT
SCD;SULACO;;14.925;-87.25833;AIRPORT
ORO;YORO;;15.125;-87.14167;AIRPORT
HHP;H K HELIPORT;;22.25;114.183334;AIRPORT
ZJK;OFF LINE POINT;;22.3;113.933334;AIRPORT
QGY;GYOR-PER;;47.62722;17.808332;AIRPORT
BJD;BAKKAFJORDUR;;66.066666;-14.75;AIRPORT
BIU;BILDUDALUR;;65.833336;-23.983334;AIRPORT
BLO;BLONDUOS;;65.666664;-20.3;AIRPORT
DJU;DJUPIVOGUR;;64.666664;-14.166667;AIRPORT
EGS;EGILSSTADIR;;65.28333;-14.4;AIRPORT
FAG;FAGURHOLSMYRI;;63.88333;-16.65;AIRPORT
GJR;GJOGUR;;65.98333;-21.35;AIRPORT
GUU;GRUNDARFJORDUR;;64.96667;-23.166668;AIRPORT
HFN;HORNAFJORDUR;;64.23333;-15.233333;AIRPORT
HZK;HUSAVIK;;65.96694;-17.416668;AIRPORT
HVM;HVAMMSTANGI;;65.416664;-21.0;AIRPORT
RFN;RAUFARHOFN;;66.416664;-15.916667;AIRPORT
RHA;REYKHOLAR;;65.333336;-20.583332;AIRPORT
MVA;REYKIAHLID;;65.61667;-16.966667;AIRPORT
SEJ;SEYDISFJORDUR;;65.26667;-14.0;AIRPORT
SYK;STYKKISHOLMUR;;65.1;-22.8;AIRPORT
TLK;TALKNAFJORDUR;;65.65;-23.966667;AIRPORT
VEY;VESTMANNAEYJAR;;63.416668;-20.266666;AIRPORT
VPN;VOPNAFJORDUR;;65.75694;-14.829444;AIRPORT
IXL;BAKULA RIMPOCHE;;34.166668;77.583336;AIRPORT
GAU;BORJHAR;;26.106112;91.58583;AIRPORT
CBD;CAR NICOBAR;;9.166667;92.78333;AIRPORT
IXU;CHIKKALTHANA;;19.883333;75.416664;AIRPORT
TRZ;CIVIL;;8.483333;78.11667;AIRPORT
COH;COOCH BEHAR;;26.333332;89.46667;AIRPORT
NMB;DAMAN;;20.416668;72.85;AIRPORT
DAE;DAPARIZO;;27.5;94.333336;AIRPORT
DEP;DEPARIZO;;31.016111;50.07389;AIRPORT
DMU;DIMAPUR;;25.9;93.73333;AIRPORT
DIU;DIU;;20.733334;70.98333;AIRPORT
HBX;HUBLI;;15.361667;75.084724;AIRPORT
JGB;JAGDALPUR;;19.066668;82.03333;AIRPORT
JSA;JAISALMER;;26.866667;70.916664;AIRPORT
PYB;JEYPORE;;18.85;82.583336;AIRPORT
IXQ;KAMALPUR;;24.133333;91.816666;AIRPORT
IXK;KESHOD;;21.316944;70.27028;AIRPORT
HJR;KHAJURAHO;;24.85;79.933334;AIRPORT
IXN;KHOWAI;;24.066668;91.63333;AIRPORT
KUU;KULLU MANALI;;31.876667;77.15444;AIRPORT
MAA;MADRAS INTERNATIONAL;;12.994722;80.17528;AIRPORT
LDA;MALDA;;25.033333;88.15;AIRPORT
OMN;OSMANABAD;;18.15;76.1;AIRPORT
PGH;PANTNAGAR;;29.031944;79.47361;AIRPORT
PNY;PONDICHERRY;;11.968611;79.81;AIRPORT
IXZ;PORT BLAIR;;11.666667;92.73333;AIRPORT
PUT;PUTTAPRATHE;;10.816667;76.2;AIRPORT
RTC;RATNAGIRI;;17.0;73.316666;AIRPORT
RRK;ROURKELA;;22.266666;84.816666;AIRPORT
RUP;RUPSI;;26.15;89.916664;AIRPORT
SSE;SHOLAPUR;;17.633333;75.933334;AIRPORT
SLV;SIMLA;;31.116667;77.15;AIRPORT
TEI;TEZU;;27.916668;96.166664;AIRPORT
AEG;AEK GODANG;;1.383333;99.45;AIRPORT
ARD;ALOR ISLAND;;-8.25;124.75;AIRPORT
AHI;AMAHAI;;-3.333333;128.91667;AIRPORT
AGD;ANGGI;;-1.383333;133.86667;AIRPORT
AAS;APALAPSILI;;-3.916667;139.25;AIRPORT
AUT;ATAURO;;-8.0;125.675;AIRPORT
AYW;AYAWASI;;-1.2;132.5;AIRPORT
BXB;BABO;;-2.55;133.41667;AIRPORT
BXD;BADE;;-7.166667;139.58333;AIRPORT
JCA;CROISETTE HELIPORT;;43.552776;7.016667;AIRPORT
DLP;DISNEYLAND PARIS;;48.8725;2.775833;AIRPORT
BOR;FONTAINE;;47.65;7.016667;AIRPORT
FRJ;FREJUS;;43.416668;6.733333;AIRPORT
XPZ;HARBOUR;;46.766666;2.816667;AIRPORT
LTT;LA MOLE;;46.773056;2.816667;AIRPORT
PLG;LA PLAGNE;;44.63333;2.566667;AIRPORT
ZAO;LABERANDIE;;44.333332;1.483333;AIRPORT
LRT;LANN BIHOUE;;47.766666;-3.45;AIRPORT
BVE;LAROCHE;;45.15;1.466667;AIRPORT
LBI;LE SEQUESTRE;;43.933334;2.15;AIRPORT
LTQ;LE TOUQUET;;50.516666;1.616667;AIRPORT
LPY;LOUDES;;45.083332;3.766667;AIRPORT
CEQ;MANDELIEU;;43.54639;6.954167;AIRPORT
DCM;MAZAMET;;43.555832;2.285556;AIRPORT
ETZ;METZ-NANCY-LORRAINE;;48.979168;6.247778;AIRPORT
EPL;MIRECOURT;;48.333332;6.069444;AIRPORT
LBY;MONTOIR;;47.289444;-2.346389;AIRPORT
MPL;MONTPELLIER M?DITERRAN?E;;43.583332;3.966667;AIRPORT
CNG;PARVAUD;;45.7;-0.333333;AIRPORT
PUF;PAU-PYR?N?ES;;43.38;-0.418611;AIRPORT
DNR;PLEURTUIT;;48.583332;-2.083333;AIRPORT
BIA;PORETTA;;42.7;9.45;AIRPORT
RNE;RENAISON;;46.016666;4.016667;AIRPORT
CCF;SALVAZA;;43.216667;2.316667;AIRPORT
LAI;SERVEL;;48.75;-3.483333;AIRPORT
SXD;SOPHIA ANTIPOLIS;;43.61667;7.05;AIRPORT
SCP;ST CREPIN;;44.683334;6.583333;AIRPORT
FSC;SUD CORSE;;41.583332;9.25;AIRPORT
LDE;TARBES OSSUN LOURDES;;43.181946;2.78E-4;AIRPORT
DLE;TAVAUX;;47.042778;5.435;AIRPORT
TGF;TIGNES;;47.2;-0.433333;AIRPORT
OBS;VALS-LANAS;;44.61667;4.383333;AIRPORT
VTL;VITTEL;;48.2;5.95;AIRPORT
XAU;SAUL;;3.616667;-53.2;AIRPORT
OYP;ST-GEORGES DE LOYAPOCK;;3.9;-51.8;AIRPORT
APK;APATAKI;;-15.083333;-145.33333;AIRPORT
AXR;ARUTUA;;-15.35;-146.66667;AIRPORT
AUQ;ATUONA;;-9.8;-139.03334;AIRPORT
FAC;FAAITE;;-16.75;-1.233333;AIRPORT
FHZ;FAKAHINA;;-16.0;-140.0;AIRPORT
FAV;FAKARAVA;;-16.333332;-145.61667;AIRPORT
GMR;GAMBIER IS;;-23.033333;-134.96666;AIRPORT
HHZ;HIKUERU;;-17.533333;-142.53334;AIRPORT
HIX;HIVA OA;;-9.75;-139.0;AIRPORT
KHZ;KAUEHI;;-15.85;-1.15;AIRPORT
KKR;KAUKURA ATOLL;;-15.75;-146.7;AIRPORT
XMH;MANIHI;;-14.433333;-146.06667;AIRPORT
MAU;MAUPITI;;-16.433332;-152.25;AIRPORT
BOB;MOTU-MUTE;;-16.433332;-151.75;AIRPORT
NAU;NAPUKA ISLAND;;-14.166667;-141.58333;AIRPORT
NHV;NUKU HIVA;;-8.783333;-140.16667;AIRPORT
PUK;PUKARUA;;-18.133333;-136.0;AIRPORT
RFP;RAIATEA;;-16.716667;-151.45;AIRPORT
RVV;RAIVAVAE;;-23.866667;-1.683333;AIRPORT
RUR;RURUTU;;-22.433332;-151.33333;AIRPORT
TKP;TAKAPOTO;;-14.633333;-1.2;AIRPORT
TJN;TAKUME;;-15.816667;-1.2;AIRPORT
TKV;TATAKOTO;;-17.333332;-1.383333;AIRPORT
TTI;TETIAROA IS;;-17.516666;-1.433333;AIRPORT
TIH;TIKEHAU ATOLL;;-15.119722;-148.23083;AIRPORT
TUB;TUBUAI;;-23.383333;-1.466667;AIRPORT
UAH;UA HUKA;;-8.933333;-139.55;AIRPORT
UAP;UA POU;;-9.35;-140.05;AIRPORT
VHZ;VAHITAHI;;-18.583332;-138.83333;AIRPORT
AKE;AKIENI;;-1.172222;13.916667;AIRPORT
BGP;BONGO;;-2.166667;10.216667;AIRPORT
BGB;BOOUE;;-0.1;11.933333;AIRPORT
FOU;FOUGAMOU;;-1.2;10.783333;AIRPORT
GAX;GAMBA;;-2.766667;9.983333;AIRPORT
GKO;KONGOBOUMBA;;-0.083333;11.466667;AIRPORT
KOU;KOULAMOUTOU;;-1.116667;12.508333;AIRPORT
LBQ;LAMBARENE;;-0.716667;10.233333;AIRPORT
LEO;LECONI;;-1.683333;14.3;AIRPORT
MKU;MAKOKOU;;0.566667;12.866667;AIRPORT
MYB;MAYOUMBA;;-3.45;10.683333;AIRPORT
MDV;MEDOUNEU;;1.016667;10.75;AIRPORT
MKB;MEKAMBO;;0.966667;13.95;AIRPORT
MVG;MEVANG;;0.083333;11.083333;AIRPORT
MVX;MINVOUL;;2.15;12.133333;AIRPORT
MFF;MOANDA;;-1.536944;13.270833;AIRPORT
MJL;MOUILA;;-1.816667;10.883333;AIRPORT
KDN;NDENDE;;-2.5;11.166667;AIRPORT
OKN;OKONDJA;;-0.7;13.783333;AIRPORT
OYE;OYEM;;1.566667;11.583333;AIRPORT
TCH;TCHIBANGA;;-2.866667;11.016667;AIRPORT
WNE;WORA NA YE;;-1.35;9.333333;AIRPORT
SUI;BABUSHERI;;42.86667;41.11667;AIRPORT
AOC;ALTENBURG NOBITZ;;50.983334;12.508333;AIRPORT
BYU;BINDLACHER-BERG;;49.95;11.586111;AIRPORT
BBJ;BITBURG AIR BASE;;49.95;6.55;AIRPORT
PHM;BOEBLINGEN;;48.683334;9.016667;AIRPORT
BMK;BORKUM;;53.6;6.7;AIRPORT
NDZ;CUXHAVEN;;53.768612;8.644722;AIRPORT
FCN;CUXHAVEN/NORDHOLZ;;53.88333;8.7;AIRPORT
ZSU;DESSAU RAILWAY STN.;;56.966667;-5.333333;AIRPORT
SCN;ENSHEIM;;49.214443;7.109444;AIRPORT
HHN;FRANKFURT-HAHN;;49.948612;7.263889;AIRPORT
ZFR;FRANKFURT/ODER RAILWAY;;48.35;13.116667;AIRPORT
FRZ;FRITZLAR AIRBASE;;51.1;9.283333;AIRPORT
FEL;FUERSTENFELDBRUCK;;48.166668;11.25;AIRPORT
GHF;GIEBELSTADT;;49.266666;7.516667;AIRPORT
ZGO;GOTHA RAILWAY;;51.416668;12.6;AIRPORT
GUT;GUETERSLOH;;51.9;8.383333;AIRPORT
GTI;GUETTIN;;54.383057;12.316389;AIRPORT
ZHZ;HALLE RAILWAY;;62.216667;5.566667;AIRPORT
HOQ;HOF;;50.316666;11.916667;AIRPORT
IGS;INGOLSTADT-MANCHING;;49.662224;9.9275;AIRPORT
JUI;JUIST;;53.683334;7.0;AIRPORT
KZG;KITZINGEN;;49.733334;10.2;AIRPORT
LGO;LANGEOOG;;53.75;7.483333;AIRPORT
LBC;L?BECK BLANKENSEE;;53.8;10.716667;AIRPORT
FMM;MEMMINGEN-ALLG?U;;47.988888;10.239444;AIRPORT
QGV;NEU ISENBURG;;49.683334;10.533333;AIRPORT
FNB;NEUBRANDENBURG;;53.6;13.3;AIRPORT
EUM;NEUMUENSTER;;54.166668;9.983333;AIRPORT
NOE;NORDDEICH;;53.61667;7.15;AIRPORT
NUE;N?RNBERG;;49.49861;11.066944;AIRPORT
PEF;PEENEMUENDE;;54.15;13.766667;AIRPORT
UPF;PFORHEIM;;48.9;8.7;AIRPORT
RMS;RAMSTEIN;;49.45;7.55;AIRPORT
REB;RECHLIN;;53.35;12.733333;AIRPORT
GMY;RHEINDAHLEN;;51.15;6.366667;AIRPORT
FLF;SCHAFERHAUS;;54.783333;9.383333;AIRPORT
SEX;SEMBACH;;49.5;7.866667;AIRPORT
FKB;SOELLINGEN;;48.779446;8.080556;AIRPORT
SPM;SPANGDAHLEM;;49.983334;6.683333;AIRPORT
VAC;VARRELBUSCH;;52.61667;8.733333;AIRPORT
RBM;WALLMUHLE;;48.816666;12.566667;AIRPORT
GWT;WESTERLAND - SYLT;;54.916668;8.35;AIRPORT
WVN;WILHELMSHAVEN;;53.533333;7.883333;AIRPORT
NYI;SUNYANI;;7.333333;-2.333333;AIRPORT
TKD;TAKORADI;;4.883333;-1.75;AIRPORT
